url,label
http://verify.signin.sbi-login-88505.tk/large/direction/that/produce/at,1
https://github.com/perform,0
https://apple.com/population/throw/people,0
https://amazon.com/middle/daughter,0
https://banking.amazon-kyc-54259.info/mother/particularly/best/dark,1
http://update.secure.account.microsoft-update-12508.tk/course/color,1
https://login.account.login.hdfc-signin-70446.top/cost/generation/our,1
https://secure.verify.update.sbi-kyc-2397.xyz/discover/history/pretty,1
https://flipkart.com/start/alone,0
https://update.verify.apple-kyc-27488.ru/inside/offer/much/parent,1
https://microsoft.com/yeah/family,0
https://flipkart.com/operation/century,0
https://stackoverflow.com/should,0
http://login.verify.paypal-secure-64804.top/hope/gas/difficult,1
http://payment.secure.paypal-secure-67700.info/too/appear/than,1
http://netflix.com/sure,0
https://wallet.login.payment.google-banking-13981.top/father/tell/much,1
http://netflix.com/staff,0
http://signin.verify.payment.hdfc-login-69969.info/news/friend/action/sort,1
http://linkedin.com/single/allow,0
http://login.banking.banking.sbi-signin-83730.tk/manager/follow/growth,1
https://payment.microsoft-login-55516.info/radio/beyond/send,1
http://github.com/decision,0
https://microsoft.com/few/ability,0
https://flipkart.com/positive/place,0
http://signin.signin.sbi-wallet-81535.info/girl/player/public,1
https://sbi.co.in/increase/door/south,0
https://wallet.update.login.apple-kyc-51573.top/our/hard/personal,1
https://kyc.banking.google-payment-38315.ru/college/necessary/item/age,1
https://signin.verify.verify.icici-account-76786.info/word/either/course/expect/spend,1
http://kyc.secure.icici-login-99699.xyz/role/night,1
http://update.verify.account.paypal-payment-78012.ru/herself/bar/real/total/face,1
https://apple.com/yeah/everything/service,0
https://payment.update.signin.icici-login-62984.tk/fine/hand/six/machine/rock,1
http://amazon.com/including/possible/expect,0
https://login.verify.wallet.hdfc-kyc-99071.top/these/coach/member/Congress,1
https://stackoverflow.com/card/right,0
https://apple.com/just/raise/really,0
http://hdfcbank.com/situation,0
http://amazon.com/window/health,0
http://kyc.microsoft-signin-80856.xyz/here/us/agreement,1
https://verify.secure.paypal-wallet-6152.tk/front/ability/lawyer/weight,1
https://linkedin.com/box/result/wonder,0
http://apple.com/pass,0
https://wallet.apple-banking-79615.tk/old/little/step/theory,1
http://amazon.com/include,0
https://hdfcbank.com/structure/itself,0
http://kyc.login.verify.google-banking-25142.info/woman/product/perform/per,1
http://linkedin.com/care,0
http://login.payment.banking.hdfc-payment-18703.top/area/me/red,1
http://stackoverflow.com/mouth/office/especially,0
https://payment.account.signin.google-account-7993.ru/century/establish/direction/course/safe,1
https://signin.hdfc-verify-47165.tk/child/sing,1
https://microsoft.com/major/east,0
http://update.icici-secure-61179.info/buy/minute/type,1
https://google.com/difference/board/suddenly,0
https://google.com/nature/environmental,0
https://microsoft.com/town/off/former,0
https://microsoft.com/rich/local,0
https://wallet.verify.banking.google-signin-1109.ru/require/window/bar,1
https://account.amazon-kyc-11461.top/article/interest/table/ability,1
https://secure.google-secure-76969.info/indicate/sea,1
https://secure.verify.paypal-update-46125.tk/responsibility/debate,1
https://account.icici-signin-98970.tk/floor/training/blood/position,1
http://banking.login.account.microsoft-login-70941.tk/size/matter,1
https://login.banking.secure.apple-wallet-46860.ru/environmental/customer,1
http://wallet.verify.kyc.icici-wallet-39508.ru/party/see,1
http://update.apple-secure-22513.tk/when/player/respond/state/type,1
https://linkedin.com/himself,0
https://update.sbi-verify-33485.tk/part/senior/stock/but/worker,1
http://verify.microsoft-secure-52862.top/left/charge,1
https://amazon.com/anything/for/place,0
https://icicibank.com/question,0
http://account.kyc.icici-secure-43929.xyz/black/trial,1
https://openai.com/challenge,0
https://login.google-secure-5883.info/however/in/son/class/mention,1
https://wallet.payment.secure.google-banking-69168.tk/enter/affect/structure/sense,1
https://google.com/think,0
https://microsoft.com/parent/this/drop,0
http://account.banking.microsoft-banking-49941.info/list/population,1
https://github.com/system/career/modern,0
https://kyc.apple-kyc-46331.ru/talk/place,1
http://verify.paypal-update-16584.info/large/note/such/probably/story,1
https://verify.payment.banking.paypal-verify-3373.xyz/at/face/image,1
http://apple.com/join/finish/cause,0
https://hdfcbank.com/ahead/computer/similar,0
http://signin.kyc.banking.paypal-login-57005.xyz/religious/would/without/environmental/meet,1
https://sbi.co.in/fly,0
https://flipkart.com/mother/hear/marriage,0
http://google.com/trip,0
http://wikipedia.org/move/then/hear,0
http://openai.com/operation/decade,0
http://payment.account.payment.icici-kyc-47752.top/section/they/rich/rate/early,1
https://openai.com/local/better,0
https://login.signin.payment.sbi-account-31722.xyz/individual/top,1
https://openai.com/professional/must,0
http://secure.banking.microsoft-signin-68670.tk/child/concern/risk/if,1
http://signin.payment.update.hdfc-banking-70694.tk/fight/some/wait/business,1
https://verify.google-signin-57132.info/out/wind,1
https://login.secure.payment.sbi-signin-5421.info/nature/force,1
http://google.com/director/operation/candidate,0
http://account.banking.signin.microsoft-secure-59418.top/use/line/range/edge,1
http://amazon.com/eight/bed/fill,0
https://google.com/year/central,0
http://verify.paypal-secure-73213.top/program/street/mind/story,1
https://hdfcbank.com/book/those/film,0
https://update.account.login.paypal-account-76877.info/deal/whatever/somebody,1
http://github.com/across/analysis,0
https://login.banking.amazon-payment-4951.top/development/price/family,1
https://flipkart.com/impact,0
http://kyc.verify.microsoft-signin-42229.ru/political/need/health,1
https://github.com/small/almost,0
https://secure.icici-login-86433.top/program/better,1
https://secure.wallet.kyc.amazon-payment-33389.tk/practice/state/just,1
https://apple.com/accept/charge/dream,0
https://update.payment.kyc.microsoft-kyc-12178.info/this/you/fill,1
http://wallet.login.hdfc-verify-30727.info/share/week,1
http://update.amazon-wallet-52195.ru/popular/office/should/husband/with,1
http://secure.payment.account.sbi-secure-51404.tk/up/really,1
https://google.com/until/between/know,0
https://login.google-payment-4211.tk/than/chair/necessary/single,1
https://openai.com/question,0
https://hdfcbank.com/management/significant/crime,0
https://github.com/dream/whole,0
http://secure.hdfc-payment-82072.ru/somebody/certainly,1
https://flipkart.com/lose/modern/return,0
http://kyc.login.apple-update-57357.xyz/toward/way/more/present,1
http://banking.google-secure-96415.tk/it/behind/rest/for/point,1
